Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
1834,,,,,,,,10/30/1834,Indenture,"Indenture of mortgage of Thomas McCormick and wife Augusta Honoria purchasing 800 acres in the Township of Walpole lots 6 and 11, 8th Concession and Lots 7 and 10, 9th Concession.They are to pay 500 pounds with lawful interest half yearly, with the total sum due on or before January 1, 1837 to Robert Grant (executor for the estate of Thomas Dickson).",https://s3.amazonaws.com/pastperfectonline/images/museum_74/083/9875121.jpg,,987.5.121,https://s3.amazonaws.com/pastperfectonline/images/museum_74/083/thumbs/9875121.jpg,,"indenturemortgage, Walpolepaymentestate, Queenstonexecutor",
1815,,,,,,,,10/30/1815,Commission,"This certificate is for the appointment of William L. Smith as Lieutenant in 1st Lincoln Militia and is dated to October 30, 1815.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/080/2002062006-1.jpg,,2002.062.006,https://s3.amazonaws.com/pastperfectonline/images/museum_74/080/thumbs/2002062006-1.jpg,,"1st Lincoln Militia, Lieutenant, Lieutenant Governorpromotion",
1815,,,,,,,,10/30/1815,Commission:Military,"The document is a certificate appointing George Field (1790-1853) as Ensign of the 1st Regiment of the Lincoln Militia in the Niagara District on October 30, 1815. The appointment was assigned by Francis Gore, Esq., the Lieutenant Governor of the Province of Upper Canada.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/072/2017017003-1.jpg,,2017.017.003,https://s3.amazonaws.com/pastperfectonline/images/museum_74/072/thumbs/2017017003-1.jpg,,,
1825,,,,,,,,10/29/1825,Receipt,"This is a receipt of payment for Jacob Gonder (Gander) on his account with Messrs. Ewart, McNeilledge and Company.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/083/9905678.jpg,,990.5.678,https://s3.amazonaws.com/pastperfectonline/images/museum_74/083/thumbs/9905678.jpg,,"Ewart, Mc, Neilledge and Companyaccount payment",
1922,,,,,,,,10/28/1922,Letter,A letter to Janet Carnochan from Emma Goring explaining the transcript of Francis Goring's diary (Object Identifier: 994.5.341A-E).,https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/9945340.jpg,,994.5.340,https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/thumbs/9945340.jpg,,,
1788,,,,,,,,10/27/1788,Commission,A military commission for James Clement as an ensign in the Second Battalion of the District of Niagara.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/063/9895280-2.jpg,,989.5.280,https://s3.amazonaws.com/pastperfectonline/images/museum_74/063/thumbs/9895280-2.jpg,,"Military personnel, Military officers, Military organizations",
1812,,,,,,,,10/26/1812,Pass,"Lincoln Militia Leave pass for Ebenezer Culver during the War of 1812.During the summer and into the autumn of 1812, the small British garrisons at Fort George, Amherstburg, Fort York and other posts relied on Militiamen to augment their forces to defend against expected American attacks. Militia volunteers in the ""flank companies"" of regiments were expected to serve longer periods of active duty and were trained to fight alongside the well-trained British regulars. The regular or ""sedentary"" militia, comprised of all able men between the ages of 16 and 60, were given rudimentary training and were expected to be available for shorter periods of time, ""called up"" to work on road repairs, sentry duty, rowing bateaux, transporting supplies, and so on. They were also expected to fight if required but mostly within their own home areas. Militiamen had been involved in the capture of Michilimackinac in July and the capture of Detroit in August, 1812, and were a key factor in the British victory at the Battle of Queenston Heights on October 13, fighting alongside the British regulars and First Nations allies.One of the problems with the militiamen was that many of the men were also farmers, constantly worried about their farms when they were away on active service, particularly during the planting and the harvest times. At Fort George, many of the militiamen absented themselves without leave to travel home to do the haying or the harvest. Officially, they were considered deserters, a very serious crime in the British Army. However, almost all of the men returned to duty after finishing whatever they needed to do on their farms. Few thought this a serious transgression. The British did not take it so lightly, court-martialling and heavily fining those who had gone AWOL once they returned.For the British, they needed a body of militiamen on which they could rely to be where they were expected to be at any given time. The rules on desertion were strictly enforced to ensure that however many militiamen were expected to be on duty were indeed present and accounted for. They also realized that these men had to return to their farms from time to time to ensure that their families had sufficient food and that agriculture did not generally suffer as a result of their military service. After all, the British garrisons relied on locally grown food along with the salt beef, salt pork, dried peas and barrels of flour shipped from England. To control the situation, the British required militiamen on active duty to apply for leaves of absence, which would be granted when the situation permitted. To enforce the system, patrols of Regulars and Militia watched the roads and questioned men of military age, apprehending those suspected of being AWOL from active duty. This would have been rather trying, as few militiamen were provided with uniforms in 1812 and would have been indistinguishable from farmers and tradesmen not on active military duty, simply going about their business. In some cases, First Nations allies were paid a bounty for bringing in deserters from the Regular Army and militiamen who had taken their leave without permission.It was very much in a man's favour to apply for legitimate leave, something readily granted providing that there was no obvious threats looming in that theatre of war. Those with permission were given a passport to carry, a slip of paper signed by their regimental colonel, granting them leave but ensuring that they were prepared to be immediately called back from leave in the situation required. When the recipient of this pass was questioned while on his way home, the passport provided proof that he was legally away from his post and not a deserter.This artifact is a rare example of such a passport, signed by Lieutenant-Colonel William Claus, Colonel of the 1st Regiment of Lincoln Militia. The date of the paper was two weeks after the Battle of Queenston Heights. No further trouble was expected that year and the British felt safe releasing a number of militiamen from active duty on the understanding that they would be called back if required.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/064/2012028001.jpg,,2012.028.001,https://s3.amazonaws.com/pastperfectonline/images/museum_74/064/thumbs/2012028001.jpg,,War of 1812Lincoln Militia,
1824,,,,,,,,10/23/1824,Indenture,"Indenture between John McFarland Jr. and his brother Duncan McFarland about the use of lot 64 on the 3rd concession in Niagara Township, being land granted to John McFarland Sr. in 1798.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/091/9895674.jpg,,989.5.674,https://s3.amazonaws.com/pastperfectonline/images/museum_74/091/thumbs/9895674.jpg,,lot 64farm,
1812,,,,,,,,10/22/1812,Receipt,"Receipt signed by James Gordon, Assistant Commissary, for stands of arms (muskets, bayonets with scabbards and cartridge boxes) returned to the stores at Fort George by the 4th Regiment of Lincoln Militia, October 22, 1812. GlossaryStands of Arms: A stand of arms was a musket, bayonet, bayonet scabbard, and cartridge box in which a soldier carried his ammunition.Stores: The first floor of Blockhouse 2 at Fort George was outfitted as a Commissariat and Ordnance Store in which, among other things, stands of arms for issue to the militia were stored.Commissary: The Commissary of the Field Train Department, part of the Army Staff, was responsible for maintaining, ordering, storing and issuing military weapons and associated equipment. In the first year of the War of 1812 Upper Canada was unprepared to fight a war. While the small number of British regular soldiers in the province was uniformed, armed and equipped, there was a shortage of extra uniforms, muskets and equipment for issue to the militia. When militiamen were called out for active duty, they were expected to wear their civilian clothing. At depots like Fort George, those militiamen who reported for active duty were issued muskets, bayonets and cartridge boxes containing sixty cartridges. At the end of their period of active duty, the militiamen were required to return these items to stores where they would be cleaned, repaired if required, and stored ready for reissue to the next group of militiamen called out for active service.In this case, the stands of arms had been issued to a number of men of the 4th Regiment of Lincoln Militia who had fought at the Battle of Queenston Heights. When they were allowed to return to their homes, they had to return their equipment to stores at Fort George.This document is of special interest because it refers to the muskets issued as being ""French"" muskets. The muskets when returned must have required some attention as the muskets are listed as ""repairable."" The bayonets were still considered ""serviceable."" The ""French"" muskets may have been French Charleville muskets, acquired in significant quantities by the Americans during and after the Revolution or possibly American made Springfield muskets, based largely on the French Charlevilles. Both fired a .69 calibre musket ball and were collectively referred to as ""French"" to distinguish them, and their ammunition, from the British issued .75 calibre musket. These French muskets at Fort George were taken from Fort Detroit following its surrender on August 16, 1812. Significant numbers of these captured weapons were also given as gifts to Native allies. It should be noted that more than 1000 additional ""French"" muskets were acquired following the defeat of the Americans at Queenston Heights.James Gordon was appointed to the British Field Train Department as an Assistant Commissary on February 5, 1808. The Field Train Department came under the responsibility of the Master-General of Ordnance, a department that reported directly to ""Horse Guards,"" the Military Headquarters of the British Army in London, England. The Field Train Department was redubbed the Military Stores Department, a more descriptive title, after the War of 1812. James Gordon, responsible for the inventory of military stores at Fort George in 1812, went on half-pay on August 17, 1817, when the British severely reduced the size of the army following the Napoleonic Wars.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/060/2006036001.jpg,,2006.036.001,https://s3.amazonaws.com/pastperfectonline/images/museum_74/060/thumbs/2006036001.jpg,,"Fort George, War of 1812War of 1812-14Lincoln Militia, Lincoln and Welland Militia, Lincoln & Welland Militia",
1863,,,,,,,,10/1/1863,Obituary,"Obituary of Gertrude S. Hakes. Cover is black with gold trim, text and image of mourners at a graveyard. Gertrude S. Hakes died at Port Robinson Ontario August 27, 1863. She was the adopted daughter of J.S. and Maria S. Hakes.Transcription is as follows:Died. At Port Robinson, Canada West, August 27, 1863, Mrs. Gertrude S. Blake, aged 24 years, adopted daughter of J.S. and Maria S. Hakes, of this city.This notice appeared in our papers without a word of sorrow or regret for the early and sudden exit it announced.My relations to the deceased were so intimate that I could claim the privilege of being silent in my grief. She was so dear to me that it is difficult for me to trust myself to speak of her. Yet I cannot allow one to pass away who was so much the pride and joy of our school for many years without some record of her great worth, and our great loss.A thousand loving and admiring hearts must crave a tribute to her memory.But what shall we say of her whose short life was spent in preparing to live? Mrs. Blake had just entered upon the career of usefulness which is woman's destiny when summoned to another sphere. She had lived long enough, however, as a wife and mother to show that she could meet, with case and skill, the claims of every social and domestic relation; that she could reproduce, in a home of her own, the beauty, comfort and hallowed influences of the home of her childhood; that she brought to the fulfillment of these duties a devout spirit, sound judgement, great energy, presistency, and enthusaism, added to affections which prompted her to consecrate all her powers to the good of others, and that high intellectual tastes and attainments, all compatable with excellence in the domestic arts, to show rich endowments well trained and used in the family, the church and the school. As a pupil of the Seminary her memory will be most lovingly and respectfully cherished, - by her classmates as one with whom it was difficult to compete - who stimulated them to their highest efforts - who took every honor of the Insitution, and was first in every brilliant achievement of scholarship.Force of character, and the submissiveness of christian spirit were envinced and cultivated by her constant struggle with physical weakness.Regulating the languor to which she was subject, and her frequent illness, as appointed by Divine Wisdom, for her moral discipline, she waited patiently for strength; pursued, with zest, a second term, or year, studies which her health would not permit her to learn throughly the first; devoted as many years as were thus made neccessary to complete the full course of study, and exercised so much good sense in the care of her health that she grew in strength as she grew in knoweldge - the willing spirit triumphant over the weak body.While our hearts are bowed with our own grief, and a sense of the loss to society of a woman so eminently fitted in teh discharge of all the affairs of love and friendship to bless it, we are sensible that the burden of this great sorrow rests upon the husband, her infant children, and her adopted parents, Mr. and Mrs. Hakes.To the latter she had evern been a beloved daughter. She came to them a bright and joyous child. They enjoyed the unfolding of her characterin the atmosphere of domestic and christian love with which they surrounded her. They afforded her facilities for the liberal culture which her powers demanded. Hopes and aspirations for her which had been excited by her high aims and resolves had been more than satisfied by the wealth of her attainments and resources. The strength, elevation and harmony of her character, she had become the delightful companion and most valued friend. When they gave her up to new relations they were happy in witnessing the broader culture which sprung from her new duties and affections.Called upon for the final seperation their consolation is that her noblest development will come from Divine Wisdom, teaching her to solve the dark mysteries of earth in the light of heaven. Their's are not buried joys and hopes, but such as lead their sould to antipate the enjoyment of her gifts and graces in that celestial home where there shall be joy and gladness, and sorrow and sighling shall flee away.She had prepared for the presence of our Lord, and when summoned to it her faith failed not. Her Saviour, whom she had glorified on earth by dedicating herself to him in early youth, and doing the work of life as in his service, supported her in her dying hour by the blessed hope that he would glorify her in heaven. It is mysterious to us that one so amply furnished with armor for the most comprehensive life-work should be smitten just as the battle of life had commenced. Yet her life is not lost. It was not a failure. She will be cherished as the type of a christian woman. Her numerous associates, to whose sorrowful regrets I give voice, will not allow her example to die. As they weep for her they will emulate her virtues.Sarah L. Willard,Principal of Troy Female Seminary.Troy, October 1863",https://s3.amazonaws.com/pastperfectonline/images/museum_74/008/2011031201 (ab).jpg,,2011.031.201 (A-B),https://s3.amazonaws.com/pastperfectonline/images/museum_74/008/thumbs/2011031201 (ab).jpg,,Troy Female Seminary.,
1886,,,,,,,,10/18/1886,Letter,"Letter from Gertrude L. Blake to her father telling of her daily activities, her Mother's health, the weather, relatives and others.Transcription:Niagara Oct. 18th, 1886My dear dear Papa,We received your photograph and we like it very much, and I showed Elsie Gedoles the other photograph and she told me right of that it was Uncle Blake. I got the nice long letter you sent me on Saturday. Ada and Grandmamma were here when I got your letter and they all laughed while I read it just like you and Herbert did to mine. I would like to get as long a letter from you as I did the last one. Ada Blake is keeping a vacant place in her album for you and mamma. It has been very colf for the last two or three days and I wore my winter coat and I did not feel a bit too warm with it on. Thank you ever so much for the ten cents that you sent me in that nice long letter that you sent me. I would like to give you a good large kiss, and Herbert the same. I suppose you are very well but if you both aren't well why then write and tell me so but I hope you will say that you are all well instead. Mamma is much better than she was and I hope she will keep getting better and better until she gets well. Please address this letter to me. We are going to bed soon. Mamma is fixing the stoves for tomorrow I think. I am getting pretty sleepy to I think to. Good night fore the present . Here I am again. I wrote another composition about the hippotamus I did not like it a bit but I had to do it, did you like to write them when your were a little boy. Sunday before last I found that hair that you pulled out of your whisker before you went away. You remember I put the hair in a bible in when the marker was next Sundat I went and opened the Bible and I found it there just where I put it. Aunty Rogers thanks you very much for the dollar you gave baby. It got foggy so suddently this evening you could hardly see Mrs. Paffard. Mrs. Paffard is much better than she was and so she goes out some times and I am very glad to see her. I think I won't send for another ten cents in this letter as you were so good to me one in the other letter. I enjoyed your letter very very very much indeed. Ada and grandmas are as well as usual. Mamma is much better than she was and I am very glad in deed. I guess I will say goodbye from G. L. Blake",https://s3.amazonaws.com/pastperfectonline/images/museum_74/065/2011031003.jpg,,2011.031.003,https://s3.amazonaws.com/pastperfectonline/images/museum_74/065/thumbs/2011031003.jpg,,,
1862,,,,,,,,10/18/1862,"Certificate, Marriage","Marriage Certificate for George Washington Miller and Susan Traver of the Township of Grantham on October 18, 1862. Married by Baptist Minister G. M. W. Carey, Pastor of the Regular Baptist Church in St. Catharines.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/088/97818.jpg,,978.18,https://s3.amazonaws.com/pastperfectonline/images/museum_74/088/thumbs/97818.jpg,,"Marriage Certificate, Baptist, St. Catharines, Grantham Township",
1842,,,,,,,,10/17/1842,Agreement,"This is an agreement between Thomas Butler, Mary Crooks and, with Margaret Crooks acting as a witness, states what is to happen with the estate of the now deceased John Crooks. John Crooks was the husband of Mary Crooks and the brother of James and William Crooks. He was a merchant and postmaster in the area as well as the first superintendant of St. Andrew's Presbyterian Church sunday school. John Crooks was also the first one to be interred, or buried, at St. Andrew's when he died in 1833 at 36 years old.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/071/2012012010-2.jpg,,2012.012.010,https://s3.amazonaws.com/pastperfectonline/images/museum_74/071/thumbs/2012012010-2.jpg,,,
1839,,,,,,,,10/16/1839,Affidavit,"This is an interesting document, and its validity cannot be determined at this time. The document appears to have been written by Andrew Cohoe on October 16, 1839, but Andrew had died in 1790, and had no relatives named for him. This document reads: ""This may certify that I Andrew Cahoe [Cohoe] moved with Edward Topping [Toppham] on lot No 1 in the 8th concession of the Township of Pelham and lived there ten years during which time I helped clear and fence from the North West corner at the old stake thence South on the line nearby falf the length of said lot or as far as it is cleared now at this time. And the line was easily traced at that time both north and south. And the fence was built to or nearly to the line. And the corner stake was there yet when I left the said place which was in the year one thousand eight hundred and four.N.B. The graves were all west of said line. Andrew Cahoe 16th of 10 month 1839."" Andrew came to Niagara in 1787 with his wife, Deborah and seven children, and received a land grant in the Township of Pelham. He petitioned the government for this land prior to his death, but it had not been issued until after. The fact that this document states that he lived on this property for 10 years is curious since he died approximately 3 years after arriving in Niagara. Following Andrews death, his wife petitioned the government in 1799 to have the deed of the property in her name or have it divided between her children. The province approved this. Her eldest son, Asta, was barred from obtaining any of this property has he had enlisted in the Rangers and then soon after deserted and fled the province. Following the death of her husband, Deborah eventually married Edward Topham. Perhaps this document was forged in an effort for Asta and his descendants to gain access to this land.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/082/98231883.jpg,,982.318.83,https://s3.amazonaws.com/pastperfectonline/images/museum_74/082/thumbs/98231883.jpg,,"property clearingproperty lines, Gander propertylot 1, concession 8Township of Pelhamgraves",
1869,,,,,,,,10/11/1869,Indenture,Willard and Ellen Platt sold the first half of lot 187 (half an acre) to James Elliot for $1.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/091/2006003008.jpg,,2006.003.008,https://s3.amazonaws.com/pastperfectonline/images/museum_74/091/thumbs/2006003008.jpg,,bargain and saledeedlot 187property,
1843,,,,,,,,10/11/1843,Indenture,"Thomas McCormick bought land from John McCarten for 225 poundsNorthWest half of Lot 11, 8th concession Township of Walpole.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/083/9895314.jpg,,989.5.314,https://s3.amazonaws.com/pastperfectonline/images/museum_74/083/thumbs/9895314.jpg,,"Niagara, Trafalgar, Township of Walpole",
1828,,,,,,,,10/11/1828,receipt,"Bill for meat (ham,pork,beef) and apples bought from Peter Scott by John D Servos.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/088/2002044151.jpg,,2002.044.151,https://s3.amazonaws.com/pastperfectonline/images/museum_74/088/thumbs/2002044151.jpg,,merchantmeatgoods,
1865,,,,,,,,10/10/1865,Indenture,"The sale of lot 187 (front) by James Elliott, on behalf of Eliza Elliott, to Willard Platt, a carriage maker. The half-acre lot was purchased for $550 in October 1865.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/091/2006003006.jpg,,2006.003.006,https://s3.amazonaws.com/pastperfectonline/images/museum_74/091/thumbs/2006003006.jpg,,"bargain and saleproperty, Town of Niagara",
1865,,,,,,,,10/10/1865,Indenture,Mortgage between Willard and Ellen Platt and James Elliott for part of lot 187 for $550.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/091/2006003007.jpg,,2006.003.007,https://s3.amazonaws.com/pastperfectonline/images/museum_74/091/thumbs/2006003007.jpg,,deedpropertybargain and sale,
1813,,,,,,,,10/1/1813,Letter,"This letter is addressed to ""Camp Cross Roads"" (Cross is spelled with a long s). Suggesting that there was a militia camp in what is now Virgil. Dated October 1st, 1813.The letter is confirming that Mr Miller provided two barrels of flour for rationing. It cost three pounds and ten shillings (Halifax currency).Signed by W. Bay and Smyth of the Glengarry Light Infantry.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/081/2019010006.jpg,,2019.010.006,https://s3.amazonaws.com/pastperfectonline/images/museum_74/081/thumbs/2019010006.jpg,,"Virgil Cross Roads, Lawrenceville War of 1812 Glengarry Light Infantry, Military",
1830,,,,,,,,10/1/1830,Bylaws,"Booklet citing the by-laws, rules and regulations of the Niagara Fire Company. The first part of the booklet covers the act passed by Parliament to increase the effectiveness of firefighters to fight fires. The second part of the booklet cites the officers and the rules of the fire company at Niagara.Transcription of the second part of the booklet is as follows:RulesOfficers of the CompanyJohn Barker, Captain, - CaptainEdward C. Campbell, - LieutenantJohn Y. Crooks, - TreasurerJohn Rogers, - Secretary1. Resolved - That for the discipline and regulation of this Company, a Captain, Lieutenant, Treasurer, and Secretary, be appointed, by callot to be in office for two years from the above date.2. Resolved - That the Company meet on the first Monday of every month, at the hour of five o'clock, from the first of April, to the first of October; and from the first of October to teh first of April, at seven o'clock, P.M.3. Resolved - That eighteen members, including Captain or Lieutenant, be a quorum, and competent to proceed to business.4. Resolved - That the roll during summer be called at fifteen minutes after five o'clock, and during winter at fifteen minutes after seven o'clock - when those absent shall be fined one shilling and three-pence; and that at the breaking up of the said respective monthly meeting, the roll shall be called a second time, and those absent fined two shillings and six-pence.5. Resolved - That the fines shall be paid on the first day of meeting after being imposed; and that no exemption be admitted from fines, unless actual sickness or a reasonable excuse.6. Resolved - That if the fines are not paid to the Treasurer on or before the second day of meeting after they are levied, the name of such person or persons offending be reported to the Magistrates.7. Resolved - That all moneys, by fines or otherwise, go to a general fund, and be applied from time to time to such purposes as the majority of the Company shall direct.8. Resolved - That it shall be the duty of every member, in case of fire, to repair to the Enginehouse, to assist in conveying the Engine to the said place of fire, to work it; and in case the said Engine shall have been so conveyed to the fire, that then all members shall forthwith repair to the place of fire, and there remain, to work the Engine until the fire be extinguished, or until discharged by the senior officers, under a penalty of five shillings.9. Resolved - That it is neccessary for the good order of hte Company, that a fine of one shilling be imposed for disobedience of orders at private meetings, and five shillings when on public duty with the engine.10. Resolved - That a certain number be appointed monthly, whose duty it shall be to clean the Engine, oil the Hose, and keep the Engine in good working order - for neglect of such duty, a fine of two shillings and sixpence shall be paid.11. Resolved - That every member of this Company wear his Fire-hat and Frock where practice or any duty of the engine is required; on default of which, the fine of one shilling and three pence shall be levied upon such person or persons who shall wilfully neglect this rule, unless the person or persons can provide otherwise to the satisfaction of the Company.12. Resolved - That it is expedient, should a vacency occur, that the company do fill up as soon as possible, by the first suitable volunteer.13. Resolved - That all applications for membership to this Company be in writing, or through a member of the Company; and that they lie over for one month after being proposed, before they can be admitted.14. Resolved - That the Members of the Niagara Fire Company, No. 1, do hereby bind themselves, each to the other, to the strict observance of the foregoing rules.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/075/982391-2.jpg,,982.391(A&B),https://s3.amazonaws.com/pastperfectonline/images/museum_74/075/thumbs/982391-2.jpg,,"Niagara Fire Department, Firemen",
1829,,,,,,,,10/1/1829,Memorandum,Notes and bonds in security for 1000 pounds sterling in the Bank of Upper Canada.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/088/2002044152.jpg,,2002.044.152,https://s3.amazonaws.com/pastperfectonline/images/museum_74/088/thumbs/2002044152.jpg,,Starkweather and Brownbank of Upper Canada,
1929,,,,,,,,Oct.1929,"Print, Photographic","A black and white photograph of a bedroom interior two spool beds and chest of drawers, along with other household items. The bedroom is in the Servos House on Palatine Hill. The photo is dated,1929.The Servos family was living during the late 1600s in the German Palatinate area. The patriarch of the North American family arrived in the Province of New York on the Charlotte River in 1726 with a letter of introduction. During the American Revolution, four Servos brothers remained loyal to the Crown with 2 brothers, Captain Daniel and Lieutenant Jacob serving with the British Indian Department. They and their families arrived at Niagara as refuges in the early 1780s with only a few possessions. Daniel operated grist and sawmills as well as a general store on the Four Mile Creek where he erected his home, Palatine Hill, the earliest surviving house in Niagara until it burned in the 1950's.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/2002044050-2.jpg,,2002.044.050,https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/thumbs/2002044050-2.jpg,,"Palatine Hill, Servos",
1929,,,,,,,,Oct.1929,"Print, Photographic","Photo taken in Oct 1929 of the Servos House Living Room. View of old secretary behind the couch plus a fine array of pewter over the doorway beside the secretary. Also note the doorway which leads through to the Museum (Treasure) Room. The house was built in 1783 on Palatine Hill, near the intersection of Lakeshore Rd and Four Mile Creek Rd. This room was the original part of the framed dwelling, used as a trade store by Daniel Servos. The house was abandoned in the late 1930's when Mary Servos Snider died, and in 1952 the house was burned to the ground as a Halloween prank.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/2002044051.jpg,,2002.044.051,https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/thumbs/2002044051.jpg,,"Palatine Hill, Servos",
1929,,,,,,,,Oct.1929,"Print, Photographic","Photo taken in Oct 1929 of the Servos Museum (Treasure) Room. View of a corner of the room which contained muskets, swords and powder horns, symbolic of the military heritage of the family. The house was built in 1783 on Palatine Hill, near the intersection of Lakeshore Rd and Four Mile Creek Rd. The house was abandoned in the late 1930's when Mary Servos Snider died, and in 1952 the house was burned to the ground as a Halloween prank.The Servos family was living during the late 1600s in the German Palatinate area. The patriarch of the North American family arrived in the Province of New York on the Charlotte River in 1726 with a letter of introduction. During the American Revolution, four Servos brothers remained loyal to the Crown with 2 brothers, Captain Daniel and Lieutenant Jacob serving with the British Indian Department. They and their families arrived at Niagara as refuges in the early 1780s with only a few possessions. Daniel operated grist and sawmills as well as a general store on the Four Mile Creek where he erected his home, Palatine Hill, the earliest surviving house in Niagara until it burned in the 1950's.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/2002044053.jpg,,2002.044.053,https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/thumbs/2002044053.jpg,,"Palatine Hill, Servos",
1929,,,,,,,,Oct.1929,"Print, Photographic","Photo taken in Oct 1929 of the Servos House Sitting Room. The house was built in 1783 on Palatine Hill, near the intersection of Lakeshore Rd and Four Mile Creek Rd. The house was abandoned in the late 1930's when Mary Servos Snider died, and in 1952 the house was burned to the ground as a Halloween prank.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/2002044060.jpg,,2002.044.060,https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/thumbs/2002044060.jpg,,"Palatine Hill, Servos",
1929,,,,,,,,Oct.1929,"Print, Photographic","Photo taken in Oct 1929 of a Servos House Bedroom. The house was built in 1783 on Palatine Hill, near the intersection of Lakeshore Rd and Four Mile Creek Rd. The house was abandoned in the late 1930's when Mary Servos Snider died, and in 1952 the house was burned to the ground as a Halloween prank.The Servos family was living during the late 1600s in the German Palatinate area. The patriarch of the North American family arrived in the Province of New York on the Charlotte River in 1726 with a letter of introduction. During the American Revolution, four Servos brothers remained loyal to the Crown with 2 brothers, Captain Daniel and Lieutenant Jacob serving with the British Indian Department. They and their families arrived at Niagara as refuges in the early 1780s with only a few possessions. Daniel operated grist and sawmills as well as a general store on the Four Mile Creek where he erected his home, Palatine Hill, the earliest surviving house in Niagara until it burned in the 1950's.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/2002044067.jpg,,2002.044.067,https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/thumbs/2002044067.jpg,,"Servos, Palatine Hill",
1929,,,,,,,,Oct.1929,"Print, Photographic","Photo taken in Oct 1929 of the Servos Smoke House. The farm was located on Palatine Hill, near the intersection of Lakeshore Rd and Four Mile Creek Rd. The property was abandoned in the late 1930's when Mary Servos Snider died.The Servos family was living during the late 1600s in the German Palatinate area. The patriarch of the North American family arrived in the Province of New York on the Charlotte River in 1726 with a letter of introduction. During the American Revolution, four Servos brothers remained loyal to the Crown with 2 brothers, Captain Daniel and Lieutenant Jacob serving with the British Indian Department. They and their families arrived at Niagara as refuges in the early 1780s with only a few possessions. Daniel operated grist and sawmills as well as a general store on the Four Mile Creek where he erected his home, Palatine Hill, the earliest surviving house in Niagara until it burned in the 1950's.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/2002044072.jpg,,2002.044.072,https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/thumbs/2002044072.jpg,,"Servos, Palatine Hill",
1929,,,,,,,,Oct.1929,"Print, Photographic","Photo taken in Oct 1929 of the Servos House. A side view with a stone wall shed. The property was built in 1783 and was located on Palatine Hill, near the intersection of Lakeshore Rd and Four Mile Creek Rd. The property was abandoned in the late 1930's when Mary Servos Snider died. The house was burned to the ground in 1952 as a Halloween prank.The Servos family was living during the late 1600s in the German Palatinate area. The patriarch of the North American family arrived in the Province of New York on the Charlotte River in 1726 with a letter of introduction. During the American Revolution, four Servos brothers remained loyal to the Crown with 2 brothers, Captain Daniel and Lieutenant Jacob serving with the British Indian Department. They and their families arrived at Niagara as refuges in the early 1780s with only a few possessions. Daniel operated grist and sawmills as well as a general store on the Four Mile Creek where he erected his home, Palatine Hill, the earliest surviving house in Niagara until it burned in the 1950's.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/2002044073.jpg,,2002.044.073,https://s3.amazonaws.com/pastperfectonline/images/museum_74/002/thumbs/2002044073.jpg,,"Servos, Palatine Hill",
