Media,Headline,Media Caption,Display Date,Text,Group
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2012009018.jpg,Tin,2012.009.018,1950's,"Tin of white pottery glaze from RJR Pottery studio. AMACO Engobes, made in Indianapolis, Indiana. The American Art and Clay Company began operations in 1919, they are one of the oldest pottery materials manufacturers in the US, producing ceramic supplies for schools and studios. Engobes are a type of glaze which are made from clays or clay/ceramic mixtures, usually in earthtones. They are applied to unfired clay and worked like paint, they stay put once they are applied.RJR Pottery was produced in Niagara-on-the-Lake between 1950 and 1964. The pottery was produced as a hobby and the output was mainly sold to friends. There were no duplicates of any of the pieces. All were one of a kind. The founding members were three close friends who all lived in Niagara-on-the-Lake. They used the first letter in their last names to create the RJR logo. Dr. Bruce Rigg was a local physician who used his knowledge of chemistry to formulate some of the early coloured glazes. He also prepared the raw clay for shaping and firing, turned plates and bowls on a potters wheel, and decorated many of the pottery pieces. Mary Jones was the wife of a retired banker. She was a talented artist who decorated many of the plates with scenes of local churches, old buildings, historic sites and other local points of interest. Bill Richardson operated a local coal business. For the pottery he dug the local clay from the dock area in Queenston. Located in his coal yard was a oil-fired kiln that was used to fire the early pottery pieces. This kiln was later replaced by an electric kiln located in the coal yard, then in 1956 it was moved to the pottery. In 1956 Bill Richardson moved out of town and the RJR logo was replaced by B+B, for Bruce and Betty Rigg. The pottery was once located at 17 Prideaux Street in Niagara-on-the-Lake, a small cottage next door to Dr Bruce Rigg office and at a home on King Street.",RJR PotteryAMACO Engobes
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2012009019.jpg,Tin,2012.009.019,1950's,"Tin of clear pottery glaze from RJR Pottery studio. AMACO low fire crackle glaze. The American Art and Clay Company began operations in 1919, they are one of the oldest pottery materials manufacturers in the US, producing ceramic supplies for schools and studios. A crackle glaze is applied over a base coat on a pottery piece, when it is fired the glaze will crack and the base coat colour will show through the cracks. RJR Pottery was produced in Niagara-on-the-Lake between 1950 and 1964. The pottery was produced as a hobby and the output was mainly sold to friends. There were no duplicates of any of the pieces. All were one of a kind. The founding members were three close friends who all lived in Niagara-on-the-Lake. They used the first letter in their last names to create the RJR logo. Dr. Bruce Rigg was a local physician who used his knowledge of chemistry to formulate some of the early coloured glazes. He also prepared the raw clay for shaping and firing, turned plates and bowls on a potters wheel, and decorated many of the pottery pieces. Mary Jones was the wife of a retired banker. She was a talented artist who decorated many of the plates with scenes of local churches, old buildings, historic sites and other local points of interest. Bill Richardson operated a local coal business. For the pottery he dug the local clay from the dock area in Queenston. Located in his coal yard was a oil-fired kiln that was used to fire the early pottery pieces. This kiln was later replaced by an electric kiln located in the coal yard, then in 1956 it was moved to the pottery. In 1956 Bill Richardson moved out of town and the RJR logo was replaced by B+B, for Bruce and Betty Rigg. The pottery was once located at 17 Prideaux Street in Niagara-on-the-Lake, a small cottage next door to Dr Bruce Rigg office and at a home on King Street.",RJR PotteryAMACO low fire crackle glaze
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2012009020.jpg,"Spoon, Measuring",2012.009.020,,"This set of five molded plastic measuring spoons was used by RJR Pottery during the production of their ceramics. RJR Pottery was founded by three friends, Dr. Bruce Rigg, Mary Jones and Bill Richardson, who made the pottery locally at 17 Prideaux Street. Each founding member had their own occupations and saw this project as more of a hobby. With conflicting schedules, they would often complete the various steps of a project separately and leave notes for the next person to continue the process. Each ceramic was the one and only of its kind, which was very appealing, and featured Niagara-on-the-Lake buildings and landscapes. Most pieces were made of red Niagara clay; however, some were created with blank white commercial tiles made by H&R Johnson Ltd. England.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2012009021.jpg,Clay,2012.009.021,Unknown,"A glass jar with plastic lid containing a quantity of red Niagara clay collected from the area of the Queenston docks by Richard and Monica Taylor in the 1990's. A example of the red clay used by to make many pieces of RJR Pottery.RJR Pottery was produced in Niagara-on-the-Lake between 1950 and 1964. The pottery was produced as a hobby and the output was mainly sold to friends. There were no duplicates of any of the pieces. All were one of a kind. The founding members were three close friends who all lived in Niagara-on-the-Lake. They used the first letter in their last names to create the RJR logo. Dr. Bruce Rigg was a local physician who used his knowledge of chemistry to formulate some of the early coloured glazes. He also prepared the raw clay for shaping and firing, turned plates and bowls on a potters wheel, and decorated many of the pottery pieces. Mary Jones was the wife of a retired banker. She was a talented artist who decorated many of the plates with scenes of local churches, old buildings, historic sites and other local points of interest. Bill Richardson operated a local coal business. For the pottery he dug the local clay from the dock area in Queenston. Located in his coal yard was a oil-fired kiln that was used to fire the early pottery pieces. This kiln was later replaced by an electric kiln located in the coal yard, then in 1956 it was moved to the pottery. In 1956 Bill Richardson moved out of town and the RJR logo was replaced by B+B, for Bruce and Betty Rigg. The pottery was once located at 17 Prideaux Street in Niagara-on-the-Lake, a small cottage next door to Dr Bruce Rigg office and at a home on King Street.",RJR Pottery
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2012009022(ai).jpg,Stilt,2012.009.022(A-I),,"A set of clay stilts used by RJR Pottery during the production of their ceramics. RJR Pottery was founded by three friends, Dr. Bruce Rigg, Mary Jones and Bill Richardson, who made the pottery locally at 17 Prideaux Street. Each founding member had their own occupations and saw this project as more of a hobby. With conflicting schedules, they would often complete the various steps of a project separately and leave notes for the next person to continue the process. Each ceramic was the one and only of its kind, which was very appealing, and featured Niagara-on-the-Lake buildings and landscapes. Most pieces were made of red Niagara clay; however, some were created with blank white commercial tiles made by H&R Johnson Ltd. England.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2012009023.jpg,"Bag, Application",2012.009.023,,"This canvas application bag was used by RJR pottery to apply powder glaze during production of their ceramics. RJR Pottery was founded by three friends, Dr. Bruce Rigg, Mary Jones and Bill Richardson, who made the pottery locally at 17 Prideaux Street. Each founding member had their own occupations and saw this project as more of a hobby. With conflicting schedules, they would often complete the various steps of a project separately and leave notes for the next person to continue the process. Each ceramic was the one and only of its kind, which was very appealing, and featured Niagara-on-the-Lake buildings and landscapes. Most pieces were made of red Niagara clay; however, some were created with blank white commercial tiles made by H&R Johnson Ltd. England.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2012009024.jpg,Button,2012.009.024,,"A metal button with pin attachment on reverse. The button has a bi-colour face, red lettering on a yellow background and reads, ""S.O.D.A."" / Save Our Dock Area. These bottons would have been worn during the campaing to preserve the Niagara-on-the-Lake dock area.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/2012011002.jpg,Window,2012.011.002,,A Window from St. Marks made of wood and glass. Arched panes and frames.,St. Marks ChurchWindow
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2012013005.jpg,"Bottle, Medicine",2012.013.005,,"This bottle is made from clear glass and stands 11.3 cm tall. The bottle was made by the 2-pcs mold system, indicated by the 2 verticle seams running up the side of the bottle. On the body of the bottle is embossed vertically, J deW Randall, Chemist, Niagara. Ont. John Randall purchased the chemist practice and building upon the death of Henry Paffard in 1898. The pharmacy was located in the building of the Niagara Apothecary (A Pharmacy Museum). John Randall's middle name went from DeWitt to De Wolfe, and sometimes DeW. He owned the business until his death in 1914, when it was sold to A.J. Coyne.",bottleNiagara Apothecary
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2012013006.jpg,"Bottle, Medicine",2012.013.006,,"This clear glass bottle was made by the 2-pcs mold system, indicated by the 2 verticle seams running up the side of the bottle. On the body of the bottle is embossed, vertically: ""H. Paffard, Chemist, Niagara. Ont"". Henry Paffard purchased a chemist practice upon the death of James Harvey in 1852. In 1869 he purchased the building at the current location of the Niagara Apothecary (A Pharmacy Museum). The building was expanded at that time to it's current size. The practice was owned by Paffard until it was purchased in 1898 by his apprentice John deW Randall.",Niagara ApothecaryMedicinePharmacology
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2012013007.jpg,"Bottle, Medicine",2012.013.007,Unknown,"This clear glass bottle was made by the Mold Air Venting process. Small holes were drilled in the mold to let the air inside the mold escape when the bottle was blown and expanded. There are several small bumps on the shoulder of the bottle and there are pin head holes where the vent holes were. On the body of the bottle is embossed vertically, ""St.John & Ferguson, Central Drug Store, Niagara on the Lake"".The location and information about this drug store is unknown.",BottlesMedicinePharmacologySt.John & FergusonCentral Drug Store
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2012013008.jpg,"Bottle, Medicine",2012.013.008,unknown,"This clear glass bottle was made by the 2-pcs mold system, indicated by the 2 verticle seams running up the side of the bottle. On the body of the bottle is embossed vertically: ""J deW Randall, Chemist, Niagara. Ont"". John Randall purchased the chemist practice and the Apothecary building on Queen Street (currently a Pharmacy Museum) from Henry Paffard in 1898. John Randall owned the business until his death in 1914, when it was sold to A.J. Coyne.",BottlesNiagara ApothecaryMedicinePharmacology
https://s3.amazonaws.com/pastperfectonline/images/museum_74/029/2012016002.jpg,Medal,2012.016.002,1866,"Queen's service medal presented to James Hollingshead for service rendered in the Fenian Raid of 1866. Silver medal with Queen Victoria on the face along with the embossed ""Victoria Regina et Imparatrix"". Reverse is embossed ""Canada"" with flag and maple leaf design. Hinged clasp embossed on face ""Fenian Raid 1866"".",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/034/2012017001.jpg,Dish,2012.017.001,1915,"A silver dish from Camp Niagara in 1915. At the base there is an incription that says ""Brotherhood of St. Andrew, Niagara Camp 1915"". The dish was given to Mary Elais Simon for her contributions as a nurse at Camp Niagara. Created by Toronto S. P. Company Ltd. In the Niagara Historical Society Publication No. 28 Florence Wright remembers the following at the St. Andrew's Brotherhood: ""The St. Andrew’s Brotherhood of the Anglican Church did much the same work and tried to make up its disadvantages of being unfavorably situated outside the lines by providing specially good food. Another feature was that having the women of the town serve the soldiers, a feature hat the women enjoyed, however it may have stuck the soldier, but we know their services were appreciated""",Brotherhood of St. AndrewNiagara Camp  Camp Niagara. Toronto S. P. Company Ltd. First World WarGreat WarNursingNurse
https://s3.amazonaws.com/pastperfectonline/images/museum_74/034/2012017010.jpg,Badge,2012.017.010,1968,"Boy Scouts of Niagara-on-the-Lake for Camp Jackson on the Parkway, near Brown's Point. The patch is made from polychrome fabric with lettering stiched on face. The lettering reads, ""25th Niagara / 1968 / Camp Jackson"".",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/034/2012018001.jpg,Currency,2012.018.001,"January 2, 1900",Twenty Five Cent paper bank note from the Dominion of Canada.,
https://s3.amazonaws.com/pastperfectonline/images/museum_74/057/2012019001.jpg,Pennant,2012.019.001,1955,"This felt pennant is from the World Boy Scout Jamboree which was held in Niagara-on-the-Lake in 1955. The Jamboree of 1955 was the first to be held outside Europe. For 10 days in August,11,058 campers from 68 different nations and 250,000 spectators attended the various events and ceremonies. Scouts were kept busy learning new skills and maintaining their campsites. Groups of scouts in chartered buses also visited various tourist sites in the Niagara Peninsula. Lady Baden Powell, widow of the Founder, was in attendance at the opening ceremonies. The Commons, as well the adjoining oak grove, was filled with tents and the hustle and bustle was exciting to behold",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2012023001.jpg,Drum,2012.023.001,1910 C.,"An original drum from the Niagara-on-the-Lake Band. The drum was donated by original owner, Charles Edward Smith (b.1895) who played the drum in the Niagara band. The drum is original from the periodm, except for the rope, drum cover and leather pieces attached to the rope are not original.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/046/2012023002(a_b).jpg,Drumstick,2012.023.002(A&B),circa 1910,A drumstick that belongs with the drum 2012.023.002(A&B) that was used by Charles Edward Smith (b.1895) who played drum in the Niagara-on-the-Lake Band.,
https://s3.amazonaws.com/pastperfectonline/images/museum_74/046/2012023003(a_b).jpg,Drumstick,2012.023.003(A&B),circa 1910,A drumstick that belongs with the drum 2012.023.002(A&B) that was used by Charles Edward Smith (b.1895) who played drum in the Niagara-on-the-Lake Band.,
https://s3.amazonaws.com/pastperfectonline/images/museum_74/057/2012024001-2.jpg,Painting,2012.024.001,unknown,"Oil on canvas painting of John Crooks. (1796-1833). Known in Niagara as a merchant, postmaster, magistrate, member of the Niagara Harbour and Dock Company Board of Directors, and owner of the Niagara Herald.  As a young man, he was captured after the Battle of Fort George, during the War of 1812, and sent down to the United States as a prisoner of war. John was likely working for his brother James, a merchant, at the time of the war. He was too young to join the militia. He was also involved with St. Andrew's Presbyterian Church as the Sunday School teacher and, in the absence of the minister, he would conduct the Sunday Service. He died at the age of 37 of scarlet fever, and was the first to be buried in the  St. Andrew's cemetery. He left behind a wife and five children. The last child was baptized the same day as his funeral.",St. Andrew's Presbyterian Church
https://s3.amazonaws.com/pastperfectonline/images/museum_74/049/2013001005.jpg,"Pin, Clothing",2013.001.005,1914-1919,"Niagara Camp Sweetheart Pin. Metal polychrome pin with a metal clasp attached to back.  Pin is fashioned in the shape of a maple leaf.  Centred on the face is a white tent with a red and gold background.  Bottom face has  gold lettering on a black background ""Niagara Camp"".",Niagara Camp Sweetheart PinCamp NiagaraFirst World WarGreat WarBell Tent
https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2013004003.jpg,Box,2013.004.003,1950s,"A dispensing box from Field's Drug Store. A box like this one would have been picked up by customers who went to the Apothecary (5 Queen Street) when it was owed by Erland Field. The Apothecary had a long-standing history in Niagara-on-the-Lake as it was in continuous operation for almost 150 years. Field took over the practice from Arthur James Coyne in 1922. To the people of Niagara-on-the-Lake, his business was known as ""Field Drugs"" and his window displays featured toiletries, cosmetic and hair products sold at the location. When Erland's health declined in 1964 he closed the pharmacy, and in 1965, he had made sure that the Niagara Foundation and the Ontario College of Pharmacists had the first right to purchase the property; which was owned by the Niagara Foundation until the Ontario Heritage Foundation acquired the property, restored it and opened it as a museum in 1971. Today the Apothecary still operates as a Museum that is run by the Ontario College of Pharmacists. Erland Field was born and raised in Virgil, Niagara-on-the-Lake and attended the High School located on Castlereagh Street. During the First World War he enlisted in the Canadian Army Medical Corps on June 21, 1915 at Niagara Camp. He was overseas 5 months later where he became part of the Fifth Canadian Field Ambulance, and then in 1917 he was transferred to the First Canadian Clearing Station. He saw service in France, Belgium, and Germany. He retuned home after almost 3 years of service and continued living in Virgil and was an active member in the community. Some local residents may still remember going to his store to get specific medicinal or other supplies that they couldn't find anywhere else.",Field's Drug Store ApothecaryMedicineMedical
https://s3.amazonaws.com/pastperfectonline/images/museum_74/034/2013004005(ac).jpg,Medal,2013.004.005(A-C),1909-JUL,"A sterling silver medal suspended on two chains below a decorative pin. The face of the pin is inscribed ""Hundren Yard - Amatuer"".  Obverse inscribed ""1st July 1909 - won by - E. Bishop""  Inscribed at base ""patenaude - Sterling"". On bottom of box in which the medal came is the script ""Eddie Bishop"". This medal is from the track and field competitions that existed on the commons in the early 1900s.",Track and FieldMedalsRecreationNiagara Commons
https://s3.amazonaws.com/pastperfectonline/images/museum_74/046/2013009001.jpg,Helmet,2013.009.001,,"A khaki coloured steel helmet with leather liner and a head strap of canvas and fabric-covered elastic. The helmet has a hand painted (off-white paint) ""M"" and emblem above the letter. Worn by the doner who was a ""Messenger"" with the Queenston Scout Troop.",HelmetBoy ScoutsHomefrontWorld War TwoWWIIWorld War II
https://s3.amazonaws.com/pastperfectonline/images/museum_74/034/2013011001(a_b).jpg,Medal,2013.011.001(A&B),,"The Polonia Restituta medal was established by the Government of Poland in 1921 and was given to individuals whose actions contributed to the restoration of the Polish nation after the First World War.  The highest honour that could be bestowed upon a foreigner, this medal was awarded to Canadian citizen Elizabeth Carr Ascher, who worked tirelessly to support the Polish army and government during the war. Over 22,000 American and Canadian men of Polish heritage trained in Ascher's hometown of Niagara-on-the-Lake to fight overseas with the French army in 1917-1918. An outspoken advocate of the restoration of Poland, Elizabeth was committed to increase awareness and support of the movement to restore an independent Polish government. In 1918, a horrific outbreak of Spanish influenza spread among soldiers in Niagara and Elizabeth risked her life to take care of sick soldiers, earning the moniker ""The Angel of Mercy"" among the troops.  The flu claimed the lives of 24 Polish soldiers in training and Ascher immediately began lobbying for the creation of a Polish Military Cemetery at St. Vincent de Paul Church in Niagara-on-the-Lake. Elizabeth Ascher's humanitarian efforts continued when she organized a fundraising campaign to help the civilian population in Poland which also sent care packages to Polish soldiers in Europe.  In 1922, Elizabeth was officially recognized for her efforts when she was granted the medal of the Polonia Restituta in 1922. Accolades continued to accumulate for Asher; she was granted the Medal of Haller, the Medal of Haller's Swords, the Polish Cross of Merit and the Polish Medal for Long Service in 1938. Elizabeth continued to serve the Polish cause until her death in 1941, and she is remembered annually on the second Sunday of June at St. Vincent de Paul Church in Niagara-on-the-Lake. Representatives of Polish-American communities and organizations gather there and at the Polish Military Cemetery to pay homage to the soldiers to the charitable efforts of Elizabeth Ascher.",PolandFirst World WarGreat WarWWI
https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2013013001.jpg,Medal,2013.013.001,1938,"A Polish Medal for Ten Years Long Service. The front shows a very detailed with wings outstretched and its head is turned to its right. This is the same eagle found on the Polish Coat of Arms. The reverse shows an ""X"", for the roman numeral 10, and a laurel leaf used to underline it. This is the same medal that Elizabeth Ascher would have received for ten years of service to Poland.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/046/2013014001.jpg,Pulpit: Piece of,2013.014.001,c 1835,"A piece of interior wood work from St. Andrew's Church, Niagara on the Lake. Possibly made by John Davidson c.1835. The piece is of wood, metal and fabric materials and is a carved hinged door of a pulpit. The pulpit door has carved mouldings and recessed panels glued to upright boards. Two metal hinges are attached and remnants of a fabric covering the face of the lower portion, the fabric having been tacked to the base.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/063/2013015001.jpg,"Plate, Commemorative",2013.015.001,1973,"Shaw Festival Theatre - Inaugural Season 1973China Commemorative plateFace bears a monochrome architect's image of the Shaw Fesitval Theatre, above the lettering ""Shaw Festival Theater/Inaugural Season 1973""Reverse:  Hallmark ""Wedgwood of E. Truria & Barlaston"" in black lettering ""The Shaw Festival Theatre/Niagara-on-the-Lake, Ontario,  Canada/ Designed by R.J. Thom/Contractor Stewart and Hinan/Construction Began April 17th, 1972.""Lettering continues:""First public performance/June 17, 1973/""You never can tell/Special performance/June 28, 1973 and/Her Majestry, Queen Elizabeth/and Prince Philip?""Made exclusively for Joseph's & Co.,/China Ha?/Niagara-on-the-Lake, Ontario/Special Limited Edition""",China Commemorative Plate Shaw Festival Theatre Season
https://s3.amazonaws.com/pastperfectonline/images/museum_74/063/2013029003.jpg,Sweater,2013.029.003,1940s,"Wolf Cubs Canada - green knitted wool sweater. Left sleeve bears three yellow stripes and one red triangular patch. Right breast has black fabric patch with red lettering ""Wolf Cubs - Canada"" Other Boy Scout patches on left breast and sleeves. C.1940s.",Wool sweaterSweaterWolf Club CanadaScout
https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/2014001012.jpg,Painting,2014.001.012,1975,"A  framed oil on canvas painting of the rear left side of the home situated at 86 Gage Street, Niagara-on-the-Lake.  Artist's signature ""Elizabeth Harrison""/'1975' appears in lower left corner in red paint.",PaintingArt CanvasPlato Auction
https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/2014001013.jpg,Painting:Watercolour,2014.001.013,1955,"A Watercolour painting of Queen Street, depicting the cenotaph. Girl Guides and Boy Scouts in the left foreground. Attributed to Margaret Peake Benton. Circa 1955.",WatercolourPainting PaintArt Artist
https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/2014012001.jpg,Bassinet,2014.012.001,,Wicker Bassinet used by generations in the Elliott family. Circa 1857.,WickerBassinet
https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/2014012002.jpg,"Clock, Wall",2014.012.002,,"A Wood Case Wall Clock, with a circular clock face with block roman numerals on a white background. Clock face has a brass frame with a hinged glass door in a brass frame. The lower portion has a wood framed glass door with catch. A brass pendulum/weight and brass key are also present. The Clock maker was John Peacock, on Craig St. in Montreal. From the Railroad School on Line 1. It was given to the donor from Henry Dick, who was on the school board.",Railroad SchoolWall ClockClock
https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/2014019001.jpg,"Chair, Rocking",2014.019.001,20th Century,"From the Queen's Royal Hotel.  Markings on the left armrest:  W.M.T. are believed to stand for Winnett, McGraw and Thompson, former proprietors of the hotel. From the 20th Century period.","Rocking Chair Queen's Royal HotelWinnett, McGraw and Thompson"
https://s3.amazonaws.com/pastperfectonline/images/museum_74/063/2014022001 (ad).jpg,Dish,2014.022.001 (A-D),,"Four small vitrified china dishes from the American Hotel in Niagara-on-the-Lake.Dishes ""C"" and ""D"" are decorated on the face with a banner bearing the lettering ""American/Niagara/-on-the-Lake/ Hotel"" and also bear, on the reverse, the hallmarks of Wood and Sons, England.","American HotelDishWood and Sons, England"
https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/2014024001.jpg,Painting:Watercolour,2014.024.001,1940s,"A watercolour painting framed and mounted watercolour on paper, not signed, not dated.  Thought to be c 1944. The work is titled Tree Stump and Fort Niagara. From the estate of Betty Lane, No. 2454As a child Betty was encouraged by her parents to pursue her artistic skills. She studied in Paris at the age of 21 and was recognized early on for her talent. She was funded by millionaire art patron Duncan Phillips and it was in his gallery in Washington DC where famed artist Henri Matisse took notice of her work. In particular, he remarked on one titled ""The Walls"". Betty moved to Niagara-on-the-Lake in the 1940s with her husband, Gerald Noxon, and son, Nicolas. The family lived in the William Kirby home at 130 Front Street. Her son recalled exploring the countryside together and, at one time, seeing German prisoners of war who were used as labourers. She was inspired by the raw beauty of Niagara-on-the-Lake and the countryside, creating and selling many scenes of the Forts, the lake and the community. Betty eventually moved to Cape Cod where she spent the rest of her life as a painter and musician.",Watercolour Painting PaintingArt Artist Paper
https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/2014024003.jpg,Painting:Watercolour,2014.024.003,1940s,"A Painting watercolour  on paper; framed, but not mounted, signed or dated. Alternate Title:  ""At the harbour"" - from Betty Lane Exhibit 2008 at Sulivan Gross Gallery, Santa Barbara. (No. 2456) From the Estate of Betty Lane.As a child Betty was encouraged by her parents to pursue her artistic skills. She studied in Paris at the age of 21 and was recognized early on for her talent. She was funded by millionaire art patron Duncan Phillips and it was in his gallery in Washington DC where famed artist Henri Matisse took notice of her work. In particular, he remarked on one titled ""The Walls"". Betty moved to Niagara-on-the-Lake in the 1940s with her husband, Gerald Noxon, and son, Nicolas. The family lived in the William Kirby home at 130 Front Street. Her son recalled exploring the countryside together and, at one time, seeing German prisoners of war who were used as labourers. She was inspired by the raw beauty of Niagara-on-the-Lake and the countryside, creating and selling many scenes of the Forts, the lake and the community. Betty eventually moved to Cape Cod where she spent the rest of her life as a painter and musician.",Painting Watercolour
https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/2014024005.jpg,Painting:Watercolour,2014.024.005,1940s,"A Watercolour Painting on paper; mounted and framed; not signed or dated.  Alternative Title "" Truck Ride"" (This title assigned by Sullivan Gross Gallery, Santa Barbara, CA, at time of 2005 exhibit ""America Labour"".) From the Estate of Betty Lane. Circa 1940s. As a child Betty was encouraged by her parents to pursue her artistic skills. She studied in Paris at the age of 21 and was recognized early on for her talent. She was funded by millionaire art patron Duncan Phillips and it was in his gallery in Washington DC where famed artist Henri Matisse took notice of her work. In particular, he remarked on one titled ""The Walls"". Betty moved to Niagara-on-the-Lake in the 1940s with her husband, Gerald Noxon, and son, Nicolas. The family lived in the William Kirby home at 130 Front Street. Her son recalled exploring the countryside together and, at one time, seeing German prisoners of war who were used as labourers. She was inspired by the raw beauty of Niagara-on-the-Lake and the countryside, creating and selling many scenes of the Forts, the lake and the community. Betty eventually moved to Cape Cod where she spent the rest of her life as a painter and musician.",Watercolour Painting Painting Paper
https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/2014024010.jpg,Painting:Watercolour,2014.024.010,1940s,"A watercolour painting mounted and framed watercolour on paper.  Title, 'After an Easterly"" and ""Betty Lane"" on back. Not dated. Scene depicted thought to be of Niagara or Oakville, Ontario. From the estate of Betty Lane, No. 2481. Circa 1940s.",Painting Watercolour Niagara Oakville Painting Paper
https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/2014024011.jpg,Painting: Watercolour,2014.024.011,1940s,"A Watercolour painting on paper matted and framed. 3/04. Not dated, potentially circa 1940.  ""Noxon.  Front Street Niagara-on-the-Lake"" written on back by artist. Stamped on back ""Estate of Betty Lane 2443""As a child Betty was encouraged by her parents to pursue her artistic skills. She studied in Paris at the age of 21 and was recognized early on for her talent. She was funded by millionaire art patron Duncan Phillips and it was in his gallery in Washington DC where famed artist Henri Matisse took notice of her work. In particular, he remarked on one titled ""The Walls"". Betty moved to Niagara-on-the-Lake in the 1940s with her husband, Gerald Noxon, and son, Nicolas. The family lived in the William Kirby home at 130 Front Street. Her son recalled exploring the countryside together and, at one time, seeing German prisoners of war who were used as labourers. She was inspired by the raw beauty of Niagara-on-the-Lake and the countryside, creating and selling many scenes of the Forts, the lake and the community. Betty eventually moved to Cape Cod where she spent the rest of her life as a painter and musician.",Watercolour painting Betty Lane Niagara-on-the-LakeArt Artist Local
https://s3.amazonaws.com/pastperfectonline/images/museum_74/070/2016011001.jpg,Painting,2016.011.001,1954,"Titled: ""Palatine Hill""Wood framed, oil on canvas.  Artist insignia in lower right corner "" A Wyomch/Cornacehia/1954The Servos family was living during the late 1600s in the German Palatinate area.  The patriarch of the North American family arrived in the Province of New York on the Charlotte River in 1726 with a letter of introduction. During the American Revolution, four Servos brothers remained loyal to the Crown with 2 brothers, Captain Daniel and Lieutenant Jacob serving with the British Indian Department.  They and their families arrived at Niagara as refuges in the early 1780s with only a few possessions.  Daniel operated grist and sawmills as well as a general store on the Four Mile Creek where he erected his home, Palatine Hill, the earliest surviving house in Niagara until it burned in the1950's.",Palatine HillServos Homestead
https://s3.amazonaws.com/pastperfectonline/images/museum_74/070/2016029001.jpg,"Watch, Pocket",2016.029.001,"October 20, 1917","This watch was given to Captain (later Major) Frank P. Kenrick in Niagara-on-the-Lake on October 20, 1917. Kenrick was the Commanding Officer of the 3rd Depot Battalion at Camp Niagara. When the creation of a Polish Army was sanctioned by the United States in September 1917, Niagara Camp was chosen as the location to train a Polish Army-in-exile; this part of the camp would become known as Camp Kosciuszko. From October 1917 to March 1919, 22,395 men went through the training facility, of whom about 20,720 completed their basic training. They were then sent overseas to join the other Polish recruits fighting in France, and later, in Poland. This watch was given to Captain (later Major) Frank P. Kenrick in Niagara-on-the-Lake on October 20, 1917. Kenrick was the Commanding Officer of the 3rd Depot Battalion at Camp Kosciuszko and a staff member at the Canadian School of Infantry at the University of Toronto.",Niagara CampFirst World WarWWIGreat WarPolish SoldiersMilitary TrainingPolish ProbationersCamp Kosciuszko
https://s3.amazonaws.com/pastperfectonline/images/museum_74/070/2016030006-2.jpg,Painting,2016.030.006,1979,"Title ""Historical Society Garden Party at Norman Long's""Oil on Masonite, 1979.Artist: Elizabeth Harrison",Niagara Historical SocietyGarden PartyBoatsNiagara River
https://s3.amazonaws.com/pastperfectonline/images/museum_74/070/2017006001.jpg,Painting,2017.006.001,1949,"Framed water colour under glass of the Lakeview House-Riverside-Harbour Inn. The Inn was built in 1860 by John Thornton, near corner of Mellville Street and River Beach Road, for one of the owners of the railway car company located at the dock. In 1870 John Rousseau Senior bought the establishment and renamed it Lakeview House.  His son, John Senior, inherited the business and for the following twenty years leased it to a series of innkeepers, including Elizabeth Long. Later owners included James Doyle and Frank Addison. Over the years the Lakeview was renamed the Riverside and then the Harbour Inn.  The building burned down in the late 1990s and is now the site of riverfront condominiums on Melville Street.The artist, Jackson G. Smith, 1920-2000, was a resident of Buffalo, New York and was the father of the donor.",
https://s3.amazonaws.com/pastperfectonline/images/museum_74/072/2019002011.jpg,Apron:Masonic,2019.002.011,c. 1800,"During the early years until 1822, Masonic lodges used aprons of various sizes and styles like this one. This hand-painted silk apron features depictions of a sword, sun and moon, a coiled snake, and freemasonry tools; compass, level and trowel. In the middle are two pillars of the lodge and between them a G. Each image on the apron has special meaning in the context of Masonic symbolism.",
